comuna,casos,fecha
Puente Alto,36959,2021-03-12
Puente Alto,37522,2021-03-15
Puente Alto,38359,2021-03-19
Puente Alto,39042,2021-03-22
Puente Alto,39969,2021-03-26
Puente Alto,40822,2021-03-29
Puente Alto,41999,2021-04-02
Puente Alto,42840,2021-04-05
Puente Alto,44317,2021-04-09
Puente Alto,45264,2021-04-12
Puente Alto,46792,2021-04-16
Puente Alto,47916,2021-04-19
Puente Alto,49286,2021-04-23
Puente Alto,50314,2021-04-26
Puente Alto,51754,2021-04-30
Puente Alto,52690,2021-05-03
Puente Alto,53853,2021-05-07
Puente Alto,54630,2021-05-10
Puente Alto,55869,2021-05-14
Puente Alto,56799,2021-05-17
Puente Alto,58153,2021-05-21
Puente Alto,59135,2021-05-24
Puente Alto,60516,2021-05-28
Puente Alto,61615,2021-05-31
Puente Alto,63177,2021-06-04
Puente Alto,64272,2021-06-07
Puente Alto,65663,2021-06-11
Puente Alto,66591,2021-06-14
Puente Alto,67764,2021-06-18
Puente Alto,68623,2021-06-21
Puente Alto,69459,2021-06-25
Puente Alto,70115,2021-06-28
Puente Alto,70635,2021-07-02
Puente Alto,70995,2021-07-05
Puente Alto,71411,2021-07-09
Puente Alto,71667,2021-07-12
Puente Alto,71947,2021-07-16
Puente Alto,72101,2021-07-19
Puente Alto,72340,2021-07-23
Puente Alto,72490,2021-07-26
Puente Alto,72708,2021-07-30
Puente Alto,72837,2021-08-02
Puente Alto,73005,2021-08-06
Puente Alto,73137,2021-08-09
Puente Alto,73322,2021-08-13
Puente Alto,73472,2021-08-16
Puente Alto,73651,2021-08-20
Puente Alto,73746,2021-08-23
Puente Alto,73868,2021-08-27
Puente Alto,73947,2021-08-30
Puente Alto,74059,2021-09-03
Puente Alto,74108,2021-09-06
Puente Alto,74217,2021-09-10
Puente Alto,74280,2021-09-13
Puente Alto,74372,2021-09-17
Puente Alto,74426,2021-09-20
Puente Alto,74533,2021-09-24
Puente Alto,74601,2021-09-27
Puente Alto,74716,2021-10-01
Puente Alto,74796,2021-10-04
Puente Alto,74969,2021-10-08
Puente Alto,75113,2021-10-11
Puente Alto,75353,2021-10-15
Puente Alto,75567,2021-10-18
Puente Alto,75859,2021-10-22
Puente Alto,76097,2021-10-25
Puente Alto,76462,2021-10-29
Puente Alto,76704,2021-11-01
Puente Alto,77080,2021-11-05
Puente Alto,77401,2021-11-08
Puente Alto,77809,2021-11-12
Puente Alto,78055,2021-11-15
Puente Alto,78354,2021-11-19
Puente Alto,78587,2021-11-22
Puente Alto,78921,2021-11-26
Puente Alto,79068,2021-11-29
Puente Alto,79223,2021-12-03
Puente Alto,79292,2021-12-06
Puente Alto,79400,2021-12-10
Puente Alto,79467,2021-12-13
Puente Alto,79517,2021-12-17
Puente Alto,79556,2021-12-20
Puente Alto,79598,2021-12-24
Puente Alto,79640,2021-12-27
Puente Alto,79721,2021-12-31
Puente Alto,79772,2022-01-03
Puente Alto,79930,2022-01-07
Puente Alto,80094,2022-01-10
Puente Alto,80499,2022-01-14
Puente Alto,80947,2022-01-17
Puente Alto,81846,2022-01-21
Puente Alto,82882,2022-01-24
Puente Alto,85387,2022-01-28
Puente Alto,87951,2022-01-31
Puente Alto,91784,2022-02-04
Puente Alto,94992,2022-02-07
Puente Alto,98049,2022-02-11
Puente Alto,100871,2022-02-14
Puente Alto,104021,2022-02-18
Puente Alto,106370,2022-02-21
Puente Alto,108923,2022-02-25
Puente Alto,110690,2022-02-28
Puente Alto,112617,2022-03-04
Puente Alto,114050,2022-03-07
Puente Alto,115659,2022-03-11
Puente Alto,116854,2022-03-14
Puente Alto,118207,2022-03-18
Puente Alto,119107,2022-03-21
Puente Alto,119982,2022-03-25
Puente Alto,120554,2022-03-28
Puente Alto,121245,2022-04-01
Puente Alto,121670,2022-04-04
Puente Alto,122127,2022-04-08
Puente Alto,122457,2022-04-11
Puente Alto,122797,2022-04-15
Puente Alto,123045,2022-04-18
Puente Alto,123416,2022-04-22
Puente Alto,123653,2022-04-25
Puente Alto,123991,2022-04-29
Puente Alto,124175,2022-05-02
Puente Alto,124578,2022-05-06
Puente Alto,124912,2022-05-09
Puente Alto,125490,2022-05-13
Puente Alto,126016,2022-05-16
Puente Alto,126910,2022-05-20
Puente Alto,127489,2022-05-23
Puente Alto,128591,2022-05-27
Puente Alto,129773,2022-05-30
San Bernardo,32,2020-03-30
San Bernardo,41,2020-04-01
San Bernardo,53,2020-04-03
San Bernardo,74,2020-04-06
San Bernardo,79,2020-04-08
San Bernardo,117,2020-04-10
San Bernardo,140,2020-04-13
San Bernardo,156,2020-04-15
San Bernardo,198,2020-04-17
San Bernardo,237,2020-04-20
San Bernardo,318,2020-04-24
San Bernardo,372,2020-04-27
San Bernardo,435,2020-05-01
San Bernardo,544,2020-05-04
San Bernardo,683,2020-05-08
San Bernardo,773,2020-05-11
San Bernardo,1018,2020-05-15
San Bernardo,1247,2020-05-18
San Bernardo,1807,2020-05-22
San Bernardo,2116,2020-05-25
San Bernardo,2539,2020-05-29
San Bernardo,2877,2020-06-01
San Bernardo,3408,2020-06-05
San Bernardo,3845,2020-06-08
San Bernardo,4688,2020-06-12
San Bernardo,5280,2020-06-15
San Bernardo,7055,2020-06-19
San Bernardo,7726,2020-06-23
San Bernardo,8626,2020-06-28
San Bernardo,8974,2020-07-01
San Bernardo,9436,2020-07-05
San Bernardo,9831,2020-07-10
San Bernardo,10089,2020-07-13
San Bernardo,10310,2020-07-17
San Bernardo,10426,2020-07-20
San Bernardo,10576,2020-07-24
San Bernardo,10679,2020-07-27
San Bernardo,10789,2020-07-31
San Bernardo,10883,2020-08-03
San Bernardo,11027,2020-08-07
San Bernardo,11117,2020-08-10
San Bernardo,11251,2020-08-14
San Bernardo,11321,2020-08-17
San Bernardo,11411,2020-08-21
San Bernardo,11480,2020-08-24
San Bernardo,11625,2020-08-28
San Bernardo,11682,2020-08-31
San Bernardo,11763,2020-09-04
San Bernardo,11814,2020-09-07
San Bernardo,11896,2020-09-11
San Bernardo,11965,2020-09-14
San Bernardo,12018,2020-09-18
San Bernardo,12063,2020-09-21
San Bernardo,12131,2020-09-25
San Bernardo,12184,2020-09-28
San Bernardo,12294,2020-10-02
San Bernardo,12322,2020-10-05
San Bernardo,12420,2020-10-09
San Bernardo,12472,2020-10-12
San Bernardo,12517,2020-10-16
San Bernardo,12561,2020-10-19
San Bernardo,12652,2020-10-24
San Bernardo,12687,2020-10-26
San Bernardo,12789,2020-10-30
San Bernardo,12851,2020-11-02
San Bernardo,12911,2020-11-06
San Bernardo,12968,2020-11-09
San Bernardo,13024,2020-11-13
San Bernardo,13073,2020-11-16
San Bernardo,13117,2020-11-20
San Bernardo,13165,2020-11-23
San Bernardo,13237,2020-11-27
San Bernardo,13343,2020-11-30
San Bernardo,13409,2020-12-04
San Bernardo,13471,2020-12-07
San Bernardo,13540,2020-12-11
San Bernardo,13689,2020-12-14
San Bernardo,13791,2020-12-18
San Bernardo,13851,2020-12-21
San Bernardo,13932,2020-12-25
San Bernardo,13988,2020-12-28
San Bernardo,14080,2021-01-01
San Bernardo,14146,2021-01-04
San Bernardo,14250,2021-01-08
San Bernardo,14349,2021-01-11
San Bernardo,14499,2021-01-15
San Bernardo,14616,2021-01-18
San Bernardo,14781,2021-01-22
San Bernardo,14913,2021-01-25
San Bernardo,15079,2021-01-29
San Bernardo,15188,2021-02-01
San Bernardo,15328,2021-02-05
San Bernardo,15429,2021-02-08
San Bernardo,15564,2021-02-12
San Bernardo,15695,2021-02-15
San Bernardo,15824,2021-02-19
San Bernardo,15957,2021-02-22
San Bernardo,16149,2021-02-26
San Bernardo,16290,2021-03-01
San Bernardo,16569,2021-03-05
San Bernardo,16779,2021-03-08
San Bernardo,17099,2021-03-12
San Bernardo,17341,2021-03-15
San Bernardo,17813,2021-03-19
San Bernardo,18144,2021-03-22
San Bernardo,18608,2021-03-26
San Bernardo,19140,2021-03-29
San Bernardo,19769,2021-04-02
San Bernardo,20198,2021-04-05
San Bernardo,20871,2021-04-09
San Bernardo,21426,2021-04-12
San Bernardo,22176,2021-04-16
San Bernardo,22753,2021-04-19
San Bernardo,23487,2021-04-23
San Bernardo,23894,2021-04-26
San Bernardo,24662,2021-04-30
San Bernardo,25071,2021-05-03
San Bernardo,25703,2021-05-07
San Bernardo,26142,2021-05-10
San Bernardo,26738,2021-05-14
San Bernardo,27275,2021-05-17
San Bernardo,27877,2021-05-21
San Bernardo,28372,2021-05-24
San Bernardo,29073,2021-05-28
San Bernardo,29635,2021-05-31
San Bernardo,30393,2021-06-04
San Bernardo,30963,2021-06-07
San Bernardo,31685,2021-06-11
San Bernardo,32295,2021-06-14
San Bernardo,32890,2021-06-18
San Bernardo,33304,2021-06-21
San Bernardo,33714,2021-06-25
San Bernardo,34027,2021-06-28
San Bernardo,34295,2021-07-02
San Bernardo,34527,2021-07-05
San Bernardo,34760,2021-07-09
San Bernardo,34918,2021-07-12
San Bernardo,35035,2021-07-16
San Bernardo,35108,2021-07-19
San Bernardo,35227,2021-07-23
San Bernardo,35315,2021-07-26
San Bernardo,35416,2021-07-30
San Bernardo,35487,2021-08-02
San Bernardo,35563,2021-08-06
San Bernardo,35615,2021-08-09
San Bernardo,35700,2021-08-13
San Bernardo,35745,2021-08-16
San Bernardo,35808,2021-08-20
San Bernardo,35862,2021-08-23
San Bernardo,35926,2021-08-27
San Bernardo,35962,2021-08-30
San Bernardo,36021,2021-09-03
San Bernardo,36044,2021-09-06
San Bernardo,36081,2021-09-10
San Bernardo,36106,2021-09-13
San Bernardo,36145,2021-09-17
San Bernardo,36173,2021-09-20
San Bernardo,36241,2021-09-24
San Bernardo,36313,2021-09-27
San Bernardo,36375,2021-10-01
San Bernardo,36400,2021-10-04
San Bernardo,36477,2021-10-08
San Bernardo,36550,2021-10-11
San Bernardo,36627,2021-10-15
San Bernardo,36748,2021-10-18
San Bernardo,36875,2021-10-22
San Bernardo,36971,2021-10-25
San Bernardo,37146,2021-10-29
San Bernardo,37253,2021-11-01
San Bernardo,37408,2021-11-05
San Bernardo,37537,2021-11-08
San Bernardo,37764,2021-11-12
San Bernardo,37895,2021-11-15
San Bernardo,38080,2021-11-19
San Bernardo,38211,2021-11-22
San Bernardo,38369,2021-11-26
San Bernardo,38440,2021-11-29
San Bernardo,38504,2021-12-03
San Bernardo,38545,2021-12-06
San Bernardo,38587,2021-12-10
San Bernardo,38614,2021-12-13
San Bernardo,38654,2021-12-17
San Bernardo,38675,2021-12-20
San Bernardo,38694,2021-12-24
San Bernardo,38711,2021-12-27
San Bernardo,38735,2021-12-31
San Bernardo,38775,2022-01-03
San Bernardo,38837,2022-01-07
San Bernardo,38916,2022-01-10
San Bernardo,39064,2022-01-14
San Bernardo,39316,2022-01-17
San Bernardo,39769,2022-01-21
San Bernardo,40216,2022-01-24
San Bernardo,41370,2022-01-28
San Bernardo,42329,2022-01-31
San Bernardo,43701,2022-02-04
San Bernardo,45157,2022-02-07
San Bernardo,47330,2022-02-11
San Bernardo,48728,2022-02-14
San Bernardo,50200,2022-02-18
San Bernardo,51276,2022-02-21
San Bernardo,52310,2022-02-25
San Bernardo,53177,2022-02-28
San Bernardo,54032,2022-03-04
San Bernardo,54751,2022-03-07
San Bernardo,55430,2022-03-11
San Bernardo,55948,2022-03-14
San Bernardo,56489,2022-03-18
San Bernardo,56873,2022-03-21
San Bernardo,57210,2022-03-25
San Bernardo,57490,2022-03-28
San Bernardo,57773,2022-04-01
San Bernardo,57963,2022-04-04
San Bernardo,58152,2022-04-08
San Bernardo,58286,2022-04-11
San Bernardo,58423,2022-04-15
San Bernardo,58489,2022-04-18
San Bernardo,58624,2022-04-22
San Bernardo,58692,2022-04-25
San Bernardo,58843,2022-04-29
San Bernardo,58951,2022-05-02
San Bernardo,59126,2022-05-06
San Bernardo,59268,2022-05-09
San Bernardo,59505,2022-05-13
San Bernardo,59786,2022-05-16
San Bernardo,60137,2022-05-20
San Bernardo,60439,2022-05-23
San Bernardo,60894,2022-05-27
San Bernardo,61433,2022-05-30
Santiago,127,2020-03-30
Santiago,156,2020-04-01
Santiago,173,2020-04-03
Santiago,234,2020-04-06
Santiago,271,2020-04-08
Santiago,321,2020-04-10
Santiago,375,2020-04-13
Santiago,404,2020-04-15
Santiago,463,2020-04-17
Santiago,500,2020-04-20
Santiago,608,2020-04-24
Santiago,700,2020-04-27
Santiago,980,2020-05-01
Santiago,1294,2020-05-04
Santiago,1666,2020-05-08
Santiago,1873,2020-05-11
Santiago,2627,2020-05-15
Santiago,2961,2020-05-18
Santiago,3935,2020-05-22
Santiago,4618,2020-05-25
Santiago,5617,2020-05-29
Santiago,6278,2020-06-01
Santiago,7089,2020-06-05
Santiago,7786,2020-06-08
Santiago,8818,2020-06-12
Santiago,9412,2020-06-15
Santiago,11123,2020-06-19
Santiago,11831,2020-06-23
Santiago,12481,2020-06-28
Santiago,12728,2020-07-01
Santiago,13146,2020-07-05
Santiago,13592,2020-07-10
Santiago,13852,2020-07-13
Santiago,14041,2020-07-17
Santiago,14142,2020-07-20
Santiago,14329,2020-07-24
Santiago,14463,2020-07-27
Santiago,14541,2020-07-31
Santiago,14648,2020-08-03
Santiago,14741,2020-08-07
Santiago,14861,2020-08-10
Santiago,14986,2020-08-14
Santiago,15052,2020-08-17
Santiago,15125,2020-08-21
Santiago,15195,2020-08-24
Santiago,15311,2020-08-28
Santiago,15398,2020-08-31
Santiago,15516,2020-09-04
Santiago,15604,2020-09-07
Santiago,15720,2020-09-11
Santiago,15791,2020-09-14
Santiago,15880,2020-09-18
Santiago,15916,2020-09-21
Santiago,16006,2020-09-25
Santiago,16083,2020-09-28
Santiago,16202,2020-10-02
Santiago,16269,2020-10-05
Santiago,16334,2020-10-09
Santiago,16407,2020-10-12
Santiago,16489,2020-10-16
Santiago,16588,2020-10-19
Santiago,16679,2020-10-24
Santiago,16724,2020-10-26
Santiago,16796,2020-10-30
Santiago,16878,2020-11-02
Santiago,16964,2020-11-06
Santiago,17010,2020-11-09
Santiago,17071,2020-11-13
Santiago,17146,2020-11-16
Santiago,17214,2020-11-20
Santiago,17274,2020-11-23
Santiago,17333,2020-11-27
Santiago,17528,2020-11-30
Santiago,17677,2020-12-04
Santiago,17792,2020-12-07
Santiago,17903,2020-12-11
Santiago,18020,2020-12-14
Santiago,18171,2020-12-18
Santiago,18289,2020-12-21
Santiago,18440,2020-12-25
Santiago,18517,2020-12-28
Santiago,18745,2021-01-01
Santiago,18867,2021-01-04
Santiago,19116,2021-01-08
Santiago,19359,2021-01-11
Santiago,19611,2021-01-15
Santiago,19795,2021-01-18
Santiago,20059,2021-01-22
Santiago,20266,2021-01-25
Santiago,20541,2021-01-29
Santiago,20719,2021-02-01
Santiago,20922,2021-02-05
Santiago,21091,2021-02-08
Santiago,21324,2021-02-12
Santiago,21518,2021-02-15
Santiago,21791,2021-02-19
Santiago,22004,2021-02-22
Santiago,22322,2021-02-26
Santiago,22584,2021-03-01
Santiago,22998,2021-03-05
Santiago,23326,2021-03-08
Santiago,23861,2021-03-12
Santiago,24276,2021-03-15
Santiago,24877,2021-03-19
Santiago,25294,2021-03-22
Santiago,25905,2021-03-26
Santiago,26415,2021-03-29
Santiago,27160,2021-04-02
Santiago,27657,2021-04-05
Santiago,28343,2021-04-09
Santiago,28861,2021-04-12
Santiago,29488,2021-04-16
Santiago,29976,2021-04-19
Santiago,30546,2021-04-23
Santiago,30967,2021-04-26
Santiago,31694,2021-04-30
Santiago,32093,2021-05-03
Santiago,32608,2021-05-07
Santiago,32975,2021-05-10
Santiago,33500,2021-05-14
Santiago,33961,2021-05-17
Santiago,34620,2021-05-21
Santiago,35181,2021-05-24
Santiago,36017,2021-05-28
Santiago,36662,2021-05-31
Santiago,37590,2021-06-04
Santiago,38396,2021-06-07
Santiago,39392,2021-06-11
Santiago,40097,2021-06-14
Santiago,40805,2021-06-18
Santiago,41238,2021-06-21
Santiago,41643,2021-06-25
Santiago,41914,2021-06-28
Santiago,42163,2021-07-02
Santiago,42377,2021-07-05
Santiago,42640,2021-07-09
Santiago,42778,2021-07-12
Santiago,42966,2021-07-16
Santiago,43096,2021-07-19
Santiago,43251,2021-07-23
Santiago,43330,2021-07-26
Santiago,43442,2021-07-30
Santiago,43525,2021-08-02
Santiago,43638,2021-08-06
Santiago,43733,2021-08-09
Santiago,43826,2021-08-13
Santiago,43902,2021-08-16
Santiago,44000,2021-08-20
Santiago,44072,2021-08-23
Santiago,44154,2021-08-27
Santiago,44225,2021-08-30
Santiago,44329,2021-09-03
Santiago,44385,2021-09-06
Santiago,44472,2021-09-10
Santiago,44521,2021-09-13
Santiago,44607,2021-09-17
Santiago,44662,2021-09-20
Santiago,44788,2021-09-24
Santiago,44912,2021-09-27
Santiago,45055,2021-10-01
Santiago,45147,2021-10-04
Santiago,45330,2021-10-08
Santiago,45515,2021-10-11
Santiago,45751,2021-10-15
Santiago,46033,2021-10-18
Santiago,46400,2021-10-22
Santiago,46668,2021-10-25
Santiago,47098,2021-10-29
Santiago,47376,2021-11-01
Santiago,47680,2021-11-05
Santiago,47982,2021-11-08
Santiago,48335,2021-11-12
Santiago,48577,2021-11-15
Santiago,48908,2021-11-19
Santiago,49120,2021-11-22
Santiago,49424,2021-11-26
Santiago,49594,2021-11-29
Santiago,49748,2021-12-03
Santiago,49823,2021-12-06
Santiago,49917,2021-12-10
Santiago,49991,2021-12-13
Santiago,50080,2021-12-17
Santiago,50140,2021-12-20
Santiago,50256,2021-12-24
Santiago,50319,2021-12-27
Santiago,50461,2021-12-31
Santiago,50574,2022-01-03
Santiago,50834,2022-01-07
Santiago,51171,2022-01-10
Santiago,51839,2022-01-14
Santiago,52700,2022-01-17
Santiago,53975,2022-01-21
Santiago,55596,2022-01-24
Santiago,61070,2022-01-28
Santiago,64771,2022-01-31
Santiago,69348,2022-02-04
Santiago,73105,2022-02-07
Santiago,77350,2022-02-11
Santiago,79872,2022-02-14
Santiago,82925,2022-02-18
Santiago,84991,2022-02-21
Santiago,87088,2022-02-25
Santiago,88501,2022-02-28
Santiago,90315,2022-03-04
Santiago,91289,2022-03-07
Santiago,92592,2022-03-11
Santiago,93370,2022-03-14
Santiago,94398,2022-03-18
Santiago,95079,2022-03-21
Santiago,95908,2022-03-25
Santiago,96487,2022-03-28
Santiago,97116,2022-04-01
Santiago,97548,2022-04-04
Santiago,97845,2022-04-08
Santiago,98110,2022-04-11
Santiago,98416,2022-04-15
Santiago,98653,2022-04-18
Santiago,98973,2022-04-22
Santiago,99149,2022-04-25
Santiago,99468,2022-04-29
Santiago,99738,2022-05-02
Santiago,100128,2022-05-06
Santiago,100549,2022-05-09
Santiago,101264,2022-05-13
Santiago,101999,2022-05-16
Santiago,102942,2022-05-20
Santiago,103780,2022-05-23
Santiago,104994,2022-05-27
Santiago,106182,2022-05-30
